date;home_team;away_team;home_score;away_score;tournament;city;country;neutral
25/11/1989;Spain;Denmark;1;3;UEFA Euro qualification;Antequera;Spain;FALSE
02/12/1989;Italy;Switzerland;4;1;UEFA Euro qualification;Reggio Emilia;Italy;FALSE
09/12/1989;Northern Ireland;Republic of Ireland;1;2;UEFA Euro qualification;Bangor;Northern Ireland;FALSE
18/12/1989;China PR;Taiwan;1;0;AFC Championship;Hong Kong;Hong Kong;TRUE
18/12/1989;Hong Kong;Nepal;3;0;AFC Championship;Hong Kong;Hong Kong;FALSE
19/12/1989;Japan;Indonesia;11;0;AFC Championship;Hong Kong;Hong Kong;TRUE
21/12/1989;China PR;North Korea;4;1;AFC Championship;Hong Kong;Hong Kong;TRUE
21/12/1989;Taiwan;Thailand;5;0;AFC Championship;Hong Kong;Hong Kong;TRUE
22/12/1989;Indonesia;Nepal;8;0;AFC Championship;Hong Kong;Hong Kong;TRUE
22/12/1989;Hong Kong;Japan;0;3;AFC Championship;Hong Kong;Hong Kong;FALSE
23/12/1989;China PR;Thailand;3;1;AFC Championship;Hong Kong;Hong Kong;TRUE
23/12/1989;Taiwan;North Korea;3;1;AFC Championship;Hong Kong;Hong Kong;TRUE
24/12/1989;North Korea;Thailand;4;0;AFC Championship;Hong Kong;Hong Kong;TRUE
24/12/1989;Japan;Nepal;14;0;AFC Championship;Hong Kong;Hong Kong;TRUE
24/12/1989;Hong Kong;Indonesia;0;0;AFC Championship;Hong Kong;Hong Kong;FALSE
26/12/1989;Hong Kong;China PR;0;7;AFC Championship;Hong Kong;Hong Kong;FALSE
26/12/1989;Japan;Taiwan;0;1;AFC Championship;Hong Kong;Hong Kong;TRUE
29/12/1989;Hong Kong;Japan;0;9;AFC Championship;Hong Kong;Hong Kong;FALSE
29/12/1989;China PR;Taiwan;1;0;AFC Championship;Hong Kong;Hong Kong;TRUE
10/02/1990;Italy;Spain;3;1;UEFA Euro qualification;Portici;Italy;FALSE
17/03/1990;Belgium;England;0;3;UEFA Euro qualification;Ypres;Belgium;FALSE
19/03/1990;Northern Ireland;Netherlands;0;6;UEFA Euro qualification;Belfast;Northern Ireland;FALSE
07/04/1990;England;Belgium;1;0;UEFA Euro qualification;Sheffield;England;FALSE
07/04/1990;Switzerland;Italy;0;4;UEFA Euro qualification;Lugano;Switzerland;FALSE
11/04/1990;Bulgaria;Germany;1;4;UEFA Euro qualification;Sofia;Bulgaria;FALSE
28/04/1990;Denmark;Italy;1;0;UEFA Euro qualification;Vejle;Denmark;FALSE
29/04/1990;Republic of Ireland;Netherlands;0;0;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
29/04/1990;Czechoslovakia;Germany;0;1;UEFA Euro qualification;Frýdek-Místek;Czechoslovakia;FALSE
02/05/1990;Switzerland;Spain;2;1;UEFA Euro qualification;Binningen;Switzerland;FALSE
12/05/1990;Finland;Belgium;3;0;UEFA Euro qualification;Espoo;Finland;FALSE
13/05/1990;France;Sweden;0;2;UEFA Euro qualification;Melun;France;FALSE
23/05/1990;Denmark;Switzerland;4;0;UEFA Euro qualification;Vejle;Denmark;FALSE
26/05/1990;Hungary;Czechoslovakia;2;0;UEFA Euro qualification;Hungary;Hungary;FALSE
27/05/1990;Norway;England;2;0;UEFA Euro qualification;Klepp;Norway;FALSE
09/06/1990;Hungary;Bulgaria;2;0;UEFA Euro qualification;Hungary;Hungary;FALSE
10/06/1990;Poland;Sweden;0;2;UEFA Euro qualification;Gorzów;Poland;FALSE
13/06/1990;Norway;Finland;4;0;UEFA Euro qualification;Porsgrunn;Norway;FALSE
13/06/1990;Denmark;Spain;5;0;UEFA Euro qualification;Vejle;Denmark;FALSE
02/09/1990;England;Norway;0;0;UEFA Euro qualification;Manchester;England;FALSE
22/09/1990;Netherlands;Northern Ireland;9;0;UEFA Euro qualification;Kaatsheuvel;Netherlands;FALSE
26/09/1990;Germany;Bulgaria;4;0;UEFA Euro qualification;Düsseldorf;Germany;FALSE
27/09/1990;Belgium;Norway;0;1;UEFA Euro qualification;Kapellen;Belgium;FALSE
29/09/1990;France;Poland;2;0;UEFA Euro qualification;Metz;France;FALSE
29/09/1990;Finland;England;0;0;UEFA Euro qualification;Tampere;Finland;FALSE
29/09/1990;Czechoslovakia;Hungary;3;0;UEFA Euro qualification;Czechoslovakia;Czechoslovakia;FALSE
06/10/1990;Italy;Denmark;1;1;UEFA Euro qualification;Oristano;Italy;FALSE
07/10/1990;Republic of Ireland;Northern Ireland;4;0;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
13/10/1990;Belgium;Finland;1;0;UEFA Euro qualification;Brussels;Belgium;FALSE
14/10/1990;Sweden;France;4;1;UEFA Euro qualification;Mariestad;Sweden;FALSE
14/10/1990;Hungary;Germany;0;4;UEFA Euro qualification;Sopron;Hungary;FALSE
14/10/1990;Bulgaria;Czechoslovakia;2;3;UEFA Euro qualification;Bulgaria;Bulgaria;FALSE
21/10/1990;Spain;Italy;0;0;UEFA Euro qualification;Cartagena;Spain;FALSE
14/11/1990;Norway;Hungary;2;1;UEFA Euro qualification;Kristiansand;Norway;FALSE
18/11/1990;Sweden;Italy;1;1;UEFA Euro qualification;Malmö;Sweden;FALSE
24/11/1990;Denmark;Netherlands;0;0;UEFA Euro qualification;Vejle;Denmark;FALSE
25/11/1990;England;Germany;1;4;UEFA Euro qualification;Wycombe;England;FALSE
25/11/1990;Hungary;Norway;0;2;UEFA Euro qualification;Budapest;Hungary;FALSE
08/12/1990;Italy;Sweden;0;0;UEFA Euro qualification;Castellammare di Stabia;Italy;FALSE
08/12/1990;Netherlands;Denmark;0;1;UEFA Euro qualification;Denekamp;Netherlands;FALSE
16/12/1990;Germany;England;2;0;UEFA Euro qualification;Bochum;Germany;FALSE
16/02/1991;Nigeria;Ghana;5;1;African Championship;Lagos;Nigeria;FALSE
03/03/1991;Ghana;Nigeria;1;2;African Championship;Accra;Ghana;FALSE
16/04/1991;Canada;Costa Rica;6;0;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
17/04/1991;Haiti;Jamaica;1;0;CONCACAF Championship;Port-au-Prince;Haiti;FALSE
18/04/1991;United States;Mexico;12;0;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
18/04/1991;Martinique;Trinidad and Tobago;1;1;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
19/04/1991;Canada;Jamaica;9;0;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
19/04/1991;Haiti;Costa Rica;4;0;CONCACAF Championship;Port-au-Prince;Haiti;FALSE
20/04/1991;Trinidad and Tobago;Mexico;3;1;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
20/04/1991;United States;Martinique;12;0;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
21/04/1991;Jamaica;Costa Rica;1;2;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
21/04/1991;Haiti;Canada;0;2;CONCACAF Championship;Port-au-Prince;Haiti;FALSE
22/04/1991;Martinique;Mexico;1;8;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
22/04/1991;United States;Trinidad and Tobago;10;0;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
24/04/1991;Canada;Trinidad and Tobago;6;0;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
25/04/1991;Haiti;United States;0;10;CONCACAF Championship;Port-au-Prince;Haiti;FALSE
27/04/1991;Haiti;Trinidad and Tobago;2;4;CONCACAF Championship;Port-au-Prince;Haiti;FALSE
28/04/1991;Brazil;Chile;6;1;Copa América;Maringá;Brazil;FALSE
28/04/1991;Canada;United States;0;5;CONCACAF Championship;Port-au-Prince;Haiti;TRUE
01/05/1991;Chile;Venezuela;1;0;Copa América;Maringá;Brazil;TRUE
04/05/1991;Nigeria;Guinea;3;0;African Championship;Lagos;Nigeria;FALSE
05/05/1991;Brazil;Venezuela;6;11;Copa América;Maringá;Brazil;FALSE
19/05/1991;Guinea;Nigeria;0;4;African Championship;Conakry;Guinea;FALSE
19/05/1991;New Zealand;Papua New Guinea;16;0;OFC Championship;Sydney;Australia;TRUE
20/05/1991;Australia;New Zealand;0;1;OFC Championship;Sydney;Australia;FALSE
21/05/1991;Australia;Papua New Guinea;12;0;OFC Championship;Sydney;Australia;FALSE
23/05/1991;Papua New Guinea;New Zealand;0;11;OFC Championship;Sydney;Australia;TRUE
24/05/1991;Australia;New Zealand;1;0;OFC Championship;Sydney;Australia;FALSE
25/05/1991;Australia;Papua New Guinea;8;0;OFC Championship;Sydney;Australia;FALSE
26/05/1991;Hong Kong;Singapore;2;0;AFC Championship;Fukuoka;Japan;TRUE
26/05/1991;Japan;North Korea;1;0;AFC Championship;Fukuoka;Japan;FALSE
28/05/1991;Japan;Hong Kong;4;1;AFC Championship;Fukuoka;Japan;FALSE
28/05/1991;North Korea;Malaysia;12;0;AFC Championship;Fukuoka;Japan;TRUE
29/05/1991;China PR;Taiwan;3;0;AFC Championship;Fukuoka;Japan;TRUE
29/05/1991;Thailand;South Korea;3;0;AFC Championship;Fukuoka;Japan;TRUE
30/05/1991;North Korea;Hong Kong;5;0;AFC Championship;Fukuoka;Japan;TRUE
30/05/1991;Malaysia;Singapore;1;0;AFC Championship;Fukuoka;Japan;TRUE
31/05/1991;Taiwan;South Korea;9;0;AFC Championship;Fukuoka;Japan;TRUE
31/05/1991;China PR;Thailand;10;1;AFC Championship;Fukuoka;Japan;TRUE
01/06/1991;North Korea;Singapore;8;0;AFC Championship;Fukuoka;Japan;TRUE
01/06/1991;Japan;Malaysia;12;0;AFC Championship;Fukuoka;Japan;FALSE
02/06/1991;Taiwan;Thailand;0;0;AFC Championship;Fukuoka;Japan;TRUE
02/06/1991;China PR;South Korea;10;0;AFC Championship;Fukuoka;Japan;TRUE
03/06/1991;Japan;Singapore;10;0;AFC Championship;Fukuoka;Japan;FALSE
03/06/1991;Hong Kong;Malaysia;0;0;AFC Championship;Fukuoka;Japan;TRUE
06/06/1991;China PR;North Korea;1;0;AFC Championship;Fukuoka;Japan;TRUE
06/06/1991;Japan;Taiwan;0;0;AFC Championship;Fukuoka;Japan;FALSE
08/06/1991;Taiwan;North Korea;0;0;AFC Championship;Fukuoka;Japan;TRUE
08/06/1991;Japan;China PR;0;5;AFC Championship;Fukuoka;Japan;FALSE
15/06/1991;Nigeria;Cameroon;2;0;African Championship;Lagos;Nigeria;FALSE
30/06/1991;Cameroon;Nigeria;0;4;African Championship;Yaoundé;Cameroon;FALSE
10/07/1991;Denmark;Norway;0;0;UEFA Euro;Hjørring;Denmark;FALSE
11/07/1991;Germany;Italy;3;0;UEFA Euro;Frederikshavn;Denmark;TRUE
14/07/1991;Denmark;Italy;2;1;UEFA Euro;Aalborg;Denmark;FALSE
14/07/1991;Germany;Norway;3;1;UEFA Euro;Aalborg;Denmark;TRUE
21/09/1991;Finland;Denmark;1;1;UEFA Euro qualification;Tampere;Finland;FALSE
29/09/1991;Switzerland;Norway;0;10;UEFA Euro qualification;Aarau;Switzerland;FALSE
29/09/1991;Poland;Czechoslovakia;1;2;UEFA Euro qualification;Poland;Poland;FALSE
06/10/1991;Russia;Hungary;2;1;UEFA Euro qualification;USSR;Russia;FALSE
16/10/1991;Denmark;France;4;1;UEFA Euro qualification;Aalborg;Denmark;FALSE
19/10/1991;Italy;Poland;3;1;UEFA Euro qualification;Sulmona;Italy;FALSE
23/10/1991;Spain;Sweden;0;4;UEFA Euro qualification;Palencia;Spain;FALSE
27/10/1991;Bulgaria;Hungary;0;1;UEFA Euro qualification;Bulgaria;Bulgaria;FALSE
10/11/1991;Greece;Romania;0;0;UEFA Euro qualification;Greece;Greece;FALSE
16/11/1991;Belgium;Switzerland;0;0;UEFA Euro qualification;Geel;Belgium;FALSE
16/11/1991;China PR;Norway;4;0;FIFA World Cup;Guangzhou;China PR;FALSE
17/11/1991;Denmark;New Zealand;3;0;FIFA World Cup;Guangzhou;China PR;TRUE
17/11/1991;Japan;Brazil;0;1;FIFA World Cup;Foshan;China PR;TRUE
17/11/1991;Sweden;United States;2;3;FIFA World Cup;Guangzhou;China PR;TRUE
17/11/1991;Germany;Nigeria;4;0;FIFA World Cup;Jiangmen;China PR;TRUE
17/11/1991;Taiwan;Italy;0;5;FIFA World Cup;Jiangmen;China PR;TRUE
19/11/1991;Norway;New Zealand;4;0;FIFA World Cup;Guangzhou;China PR;TRUE
19/11/1991;China PR;Denmark;2;2;FIFA World Cup;Guangzhou;China PR;FALSE
19/11/1991;Japan;Sweden;0;8;FIFA World Cup;Foshan;China PR;TRUE
19/11/1991;Brazil;United States;0;5;FIFA World Cup;Guangzhou;China PR;TRUE
19/11/1991;Italy;Nigeria;1;0;FIFA World Cup;Zhongshan;China PR;TRUE
19/11/1991;Taiwan;Germany;0;3;FIFA World Cup;Zhongshan;China PR;TRUE
21/11/1991;China PR;New Zealand;4;1;FIFA World Cup;Foshan;China PR;FALSE
21/11/1991;Norway;Denmark;2;1;FIFA World Cup;Guangzhou;China PR;TRUE
21/11/1991;Japan;United States;0;3;FIFA World Cup;Foshan;China PR;TRUE
21/11/1991;Brazil;Sweden;0;2;FIFA World Cup;Guangzhou;China PR;TRUE
21/11/1991;Taiwan;Nigeria;2;0;FIFA World Cup;Jiangmen;China PR;TRUE
21/11/1991;Italy;Germany;0;2;FIFA World Cup;Zhongshan;China PR;TRUE
24/11/1991;Denmark;Germany;1;2;FIFA World Cup;Zhongshan;China PR;TRUE
24/11/1991;China PR;Sweden;0;1;FIFA World Cup;Guangzhou;China PR;FALSE
24/11/1991;Norway;Italy;3;2;FIFA World Cup;Jiangmen;China PR;TRUE
24/11/1991;United States;Taiwan;7;0;FIFA World Cup;Foshan;China PR;TRUE
27/11/1991;Sweden;Norway;1;4;FIFA World Cup;Guangzhou;China PR;TRUE
27/11/1991;Germany;United States;2;5;FIFA World Cup;Guangzhou;China PR;TRUE
29/11/1991;Sweden;Germany;4;0;FIFA World Cup;Guangzhou;China PR;TRUE
30/11/1991;Norway;United States;1;2;FIFA World Cup;Guangzhou;China PR;TRUE
08/12/1991;Spain;Republic of Ireland;0;1;UEFA Euro qualification;Lucena;Spain;FALSE
08/03/1992;Greece;Netherlands;0;3;UEFA Euro qualification;Komotini;Greece;FALSE
22/03/1992;Republic of Ireland;Spain;0;1;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
04/04/1992;Netherlands;Greece;2;0;UEFA Euro qualification;Valkenswaard;Netherlands;FALSE
11/04/1992;Switzerland;Belgium;0;1;UEFA Euro qualification;Switzerland;Switzerland;FALSE
18/04/1992;England;Scotland;1;0;UEFA Euro qualification;England;England;FALSE
02/05/1992;France;Denmark;0;4;UEFA Euro qualification;Quimper;France;FALSE
09/05/1992;Finland;France;1;1;UEFA Euro qualification;Turku;Finland;FALSE
12/05/1992;Belgium;Norway;0;0;UEFA Euro qualification;Aalst;Belgium;FALSE
17/05/1992;Denmark;Finland;5;0;UEFA Euro qualification;Hjørring;Denmark;FALSE
17/05/1992;England;Iceland;4;0;UEFA Euro qualification;Yeovil;England;FALSE
17/05/1992;Sweden;Spain;1;1;UEFA Euro qualification;Borås;Sweden;FALSE
17/05/1992;Romania;Greece;1;0;UEFA Euro qualification;Romania;Romania;FALSE
17/05/1992;Hungary;Russia;0;0;UEFA Euro qualification;Hungary;Hungary;FALSE
20/05/1992;Scotland;Iceland;0;0;UEFA Euro qualification;Perth;Scotland;FALSE
23/05/1992;Norway;Switzerland;6;0;UEFA Euro qualification;Modum;Norway;FALSE
28/05/1992;Yugoslavia;Germany;0;3;UEFA Euro qualification;Sofia;Bulgaria;TRUE
30/05/1992;Czechoslovakia;Italy;0;3;UEFA Euro qualification;Púchov;Czechoslovakia;FALSE
31/05/1992;Hungary;Bulgaria;3;0;UEFA Euro qualification;Hungary;Hungary;FALSE
03/06/1992;Netherlands;Romania;1;1;UEFA Euro qualification;Drachten;Netherlands;FALSE
07/06/1992;Republic of Ireland;Sweden;0;1;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
22/06/1992;Iceland;Scotland;2;1;UEFA Euro qualification;Akranes;Iceland;FALSE
28/06/1992;Czechoslovakia;Poland;3;0;UEFA Euro qualification;Czechoslovakia;Czechoslovakia;FALSE
30/06/1992;Russia;Bulgaria;3;0;UEFA Euro qualification;Russia;Russia;FALSE
19/07/1992;Iceland;England;1;2;UEFA Euro qualification;Kópavogur;Iceland;FALSE
23/08/1992;Scotland;England;0;2;UEFA Euro qualification;Scotland;Scotland;FALSE
12/09/1992;Italy;Czechoslovakia;2;2;UEFA Euro qualification;Jesolo;Italy;FALSE
20/09/1992;Sweden;Republic of Ireland;10;0;UEFA Euro qualification;Borås;Sweden;FALSE
23/09/1992;Romania;Netherlands;0;0;UEFA Euro qualification;Brașov;Romania;FALSE
26/09/1992;Norway;Belgium;8;0;UEFA Euro qualification;Kolbotn;Norway;FALSE
27/09/1992;France;Finland;5;1;UEFA Euro qualification;Albi;France;FALSE
27/09/1992;Poland;Italy;1;4;UEFA Euro qualification;Kraków;Poland;FALSE
27/09/1992;Bulgaria;Russia;1;2;UEFA Euro qualification;Bulgaria;Bulgaria;FALSE
10/10/1992;Norway;Netherlands;3;0;UEFA Euro qualification;Oslo;Norway;FALSE
11/10/1992;Russia;Germany;0;7;UEFA Euro qualification;Moscow;Russia;FALSE
13/10/1992;Sweden;Denmark;1;2;UEFA Euro qualification;Borås;Sweden;FALSE
17/10/1992;Italy;England;3;2;UEFA Euro qualification;Solofra;Italy;FALSE
07/11/1992;England;Italy;0;3;UEFA Euro qualification;Rotherham;England;FALSE
07/11/1992;Denmark;Sweden;1;1;UEFA Euro qualification;Hjørring;Denmark;FALSE
07/11/1992;Netherlands;Norway;0;3;UEFA Euro qualification;Raalte;Netherlands;FALSE
14/11/1992;Germany;Russia;0;0;UEFA Euro qualification;Rheine;Germany;FALSE
29/06/1993;Norway;Denmark;1;0;UEFA Euro;Santa Sofia;Italy;TRUE
30/06/1993;Italy;Germany;1;1;UEFA Euro;Rimini;Italy;FALSE
03/07/1993;Germany;Denmark;1;3;UEFA Euro;Cesenatico;Italy;TRUE
04/07/1993;Italy;Norway;0;1;UEFA Euro;Cesena;Italy;FALSE
04/08/1993;Canada;Trinidad and Tobago;4;0;CONCACAF Invitational Tournament;New Hyde Park;United States;TRUE
04/08/1993;United States;New Zealand;3;0;CONCACAF Invitational Tournament;New Hyde Park;United States;FALSE
06/08/1993;Canada;New Zealand;0;0;CONCACAF Invitational Tournament;New Hyde Park;United States;TRUE
06/08/1993;United States;Trinidad and Tobago;9;0;CONCACAF Invitational Tournament;New Hyde Park;United States;FALSE
08/08/1993;New Zealand;Trinidad and Tobago;7;0;CONCACAF Invitational Tournament;New Hyde Park;United States;TRUE
08/08/1993;United States;Canada;1;0;CONCACAF Invitational Tournament;New Hyde Park;United States;FALSE
15/08/1993;Lithuania;Denmark;0;11;UEFA Euro qualification;Kaunas;Lithuania;FALSE
18/08/1993;Sweden;Latvia;9;0;UEFA Euro qualification;Nynäshamn;Sweden;FALSE
29/08/1993;Ukraine;Russia;0;2;UEFA Euro qualification;Kiev;Ukraine;FALSE
04/09/1993;Norway;Czech Republic;6;1;UEFA Euro qualification;Gvarv;Norway;FALSE
10/09/1993;Lithuania;Bulgaria;0;1;UEFA Euro qualification;Kaunas;Lithuania;FALSE
18/09/1993;Ukraine;Romania;2;2;UEFA Euro qualification;Ukraine;Ukraine;FALSE
19/09/1993;Wales;Switzerland;2;3;UEFA Euro qualification;Wales;Wales;FALSE
22/09/1993;Latvia;Slovakia;0;1;UEFA Euro qualification;Latvia;Latvia;FALSE
25/09/1993;Slovenia;England;0;10;UEFA Euro qualification;Slovenia;Slovenia;FALSE
26/09/1993;Finland;Hungary;1;1;UEFA Euro qualification;Finland;Finland;FALSE
26/09/1993;Iceland;Netherlands;2;1;UEFA Euro qualification;Reykjavík;Iceland;FALSE
29/09/1993;Denmark;Bulgaria;6;1;UEFA Euro qualification;Hjørring;Denmark;FALSE
06/10/1993;Belgium;Slovenia;7;0;UEFA Euro qualification;Lommel;Belgium;FALSE
10/10/1993;Poland;Ukraine;1;3;UEFA Euro qualification;Poland;Poland;FALSE
13/10/1993;Bulgaria;Lithuania;1;1;UEFA Euro qualification;Blagoevgrad;Bulgaria;FALSE
13/10/1993;Slovakia;Sweden;0;2;UEFA Euro qualification;Bratislava;Slovakia;FALSE
16/10/1993;Norway;Hungary;8;0;UEFA Euro qualification;Bergen;Norway;FALSE
16/10/1993;Romania;Russia;2;2;UEFA Euro qualification;Câmpina;Romania;FALSE
16/10/1993;Italy;Scotland;4;0;UEFA Euro qualification;Senigallia;Italy;FALSE
24/10/1993;Switzerland;Germany;0;5;UEFA Euro qualification;Wohlen;Switzerland;FALSE
30/10/1993;Belgium;Spain;0;0;UEFA Euro qualification;Brussels;Belgium;FALSE
06/11/1993;Belgium;England;0;3;UEFA Euro qualification;Koksijde;Belgium;FALSE
07/11/1993;Poland;Romania;0;4;UEFA Euro qualification;Poland;Poland;FALSE
10/11/1993;Switzerland;Croatia;1;2;UEFA Euro qualification;Winterthur;Switzerland;FALSE
20/11/1993;Italy;France;2;0;UEFA Euro qualification;Cosenza;Italy;FALSE
03/12/1993;Malaysia;South Korea;0;4;AFC Championship;Kuching;Malaysia;FALSE
03/12/1993;China PR;North Korea;1;1;AFC Championship;Kuching;Malaysia;TRUE
04/12/1993;Hong Kong;Philippines;5;0;AFC Championship;Kuching;Malaysia;TRUE
04/12/1993;Japan;Taiwan;6;1;AFC Championship;Kuching;Malaysia;TRUE
05/12/1993;China PR;South Korea;6;0;AFC Championship;Kuching;Malaysia;TRUE
05/12/1993;Malaysia;North Korea;0;12;AFC Championship;Kuching;Malaysia;FALSE
06/12/1993;Japan;Philippines;15;0;AFC Championship;Kuching;Malaysia;TRUE
06/12/1993;Taiwan;Hong Kong;2;0;AFC Championship;Kuching;Malaysia;TRUE
07/12/1993;Malaysia;China PR;0;7;AFC Championship;Kuching;Malaysia;FALSE
08/12/1993;North Korea;South Korea;3;0;AFC Championship;Kuching;Malaysia;TRUE
08/12/1993;Japan;Hong Kong;4;0;AFC Championship;Kuching;Malaysia;TRUE
08/12/1993;Taiwan;Philippines;12;0;AFC Championship;Kuching;Malaysia;TRUE
10/12/1993;North Korea;Taiwan;2;0;AFC Championship;Kuching;Malaysia;TRUE
10/12/1993;China PR;Japan;3;1;AFC Championship;Kuching;Malaysia;TRUE
11/12/1993;Portugal;France;0;1;UEFA Euro qualification;Faro;Portugal;FALSE
12/12/1993;Spain;England;0;0;UEFA Euro qualification;Osuna;Spain;FALSE
12/12/1993;Taiwan;Japan;0;3;AFC Championship;Kuching;Malaysia;TRUE
12/12/1993;North Korea;China PR;0;3;AFC Championship;Kuching;Malaysia;TRUE
20/02/1994;England;Spain;0;0;UEFA Euro qualification;Bradford;England;FALSE
26/02/1994;France;Scotland;1;0;UEFA Euro qualification;Ozoir-la-Ferrière;France;FALSE
05/03/1994;Portugal;Italy;1;3;UEFA Euro qualification;Fiães;Portugal;FALSE
13/03/1994;England;Belgium;6;0;UEFA Euro qualification;Nottingham;England;FALSE
16/03/1994;Portugal;United States;0;5;Algarve Cup;Silves;Portugal;FALSE
16/03/1994;Norway;Finland;6;0;Algarve Cup;Portimão;Portugal;TRUE
17/03/1994;Portugal;Sweden;0;3;Algarve Cup;Olhão;Portugal;FALSE
17/03/1994;Denmark;Finland;1;0;Algarve Cup;Olhão;Portugal;TRUE
18/03/1994;United States;Sweden;1;0;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
18/03/1994;Norway;Denmark;6;1;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
19/03/1994;Netherlands;Greece;2;0;UEFA Euro qualification;Wormerveer;Netherlands;FALSE
20/03/1994;Spain;Slovenia;17;0;UEFA Euro qualification;Spain;Spain;FALSE
20/03/1994;Portugal;Finland;2;0;Algarve Cup;Quarteira;Portugal;FALSE
20/03/1994;Sweden;Denmark;1;0;Algarve Cup;Loulé;Portugal;TRUE
20/03/1994;Norway;United States;1;0;Algarve Cup;Faro;Portugal;TRUE
26/03/1994;France;Portugal;3;0;UEFA Euro qualification;Angoulême;France;FALSE
31/03/1994;Germany;Wales;12;0;UEFA Euro qualification;Bielefeld;Germany;FALSE
02/04/1994;Switzerland;Wales;4;2;UEFA Euro qualification;Switzerland;Switzerland;FALSE
03/04/1994;Scotland;Italy;0;4;UEFA Euro qualification;Stirling;Scotland;FALSE
05/04/1994;Croatia;Wales;3;0;UEFA Euro qualification;Zagreb;Croatia;FALSE
16/04/1994;Greece;Netherlands;0;4;UEFA Euro qualification;Xanthi;Greece;FALSE
17/04/1994;England;Slovenia;10;0;UEFA Euro qualification;England;England;FALSE
19/04/1994;Hungary;Norway;0;4;UEFA Euro qualification;Budapest;Hungary;FALSE
23/04/1994;Czech Republic;Finland;0;0;UEFA Euro qualification;Roudnice nad Labem;Czech Republic;FALSE
24/04/1994;Scotland;Portugal;1;2;UEFA Euro qualification;Stirling;Scotland;FALSE
24/04/1994;Spain;Belgium;4;0;UEFA Euro qualification;Tortosa;Spain;FALSE
04/05/1994;Croatia;Switzerland;1;1;UEFA Euro qualification;Zagreb;Croatia;FALSE
05/05/1994;Wales;Germany;0;12;UEFA Euro qualification;Swansea;Wales;FALSE
14/05/1994;Czech Republic;Hungary;0;0;UEFA Euro qualification;Staré Město;Czech Republic;FALSE
14/05/1994;France;Italy;1;1;UEFA Euro qualification;Schiltigheim;France;FALSE
14/05/1994;Slovenia;Belgium;0;8;UEFA Euro qualification;Ljubljana;Slovenia;FALSE
15/05/1994;Russia;Poland;0;0;UEFA Euro qualification;Selyatino;Russia;FALSE
21/05/1994;Finland;Norway;2;2;UEFA Euro qualification;Vantaa;Finland;FALSE
22/05/1994;Latvia;Sweden;0;5;UEFA Euro qualification;Ozolnieki;Latvia;FALSE
